id,author,description
2330,@herlambangbowo100,"Pemerintah tdk Bisa/Berani MELARANG PRODUK ISRAEL MASUK INDONESIA: 1. Perusahaan produk tersebut akan merugi  trjadi pemecatan Karyawan (Kenaikan angka kemiskinan). Bagi pemerintah kenaikan jumlah kemiskinan Merusak Kredibilitas Pemerintah. 2. Jika perusahaan tersebut tutup mk Pemerintah tak dpt Pemasukan pajak. 3. Byk sekali ternyata produk 2 Israel ini  90% lbh rakyat Indonesia mgkonsumsinya. Betul sekali , HARUS ADA TEKAD kita sendiri utk tak memakainya"
2331,@AV-05,Terlalu TOLOL klo mau boikot..
2332,@muslim_itu_tolol_sekali,PRODUK ISRAEL ITU APA SIH ??? LOE KIRA AQUA  SARI WANGI YANG DIBIKIN DI BOGOR ITU PRODUK ISRAEL ????
2333,@kekingmegawati7411,"Abc jg boi*kot,, krn produk kraftheinz"
2334,@StandArtsMovie,loh kamu belum tau ya kalo leemin ituuu ....
2335,@sitiamanah6678,Bismillah : Cintai produk indonesia
2336,@araykcank1619,Bantu perangi dengan cara tidak membeli produk kaum laknat dan kafir
2337,@mochammaddafir5339,"le minerale sebenarnya jg product dr grup danone, perush besar dari prancis yg jelas pemerintahannya mendukung zionist israel !!😬😥🤷"
2338,@jhonbandot9944,sudahh di edarkan bru di beri larangan.. lakenap dak di tutup pabrik.nya aj..kan bres. kloe trus di edarkan juga pasti orang beli... blom tentu orang ya mengetau ini semuanya..😢😢
2339,@sendywara611,Insyaallah siap ikut boikot
2340,@dedibocil947,"Ada kah untung nya buat saudara kita untuk memboikot sebuah produk. Klu anda membenci sebuah negara israel, tapi jgn untuk sebuah produk itu . Karrna banyak akan menjadi pengurangan karyawan . Apa kah anda bisa pikir seandai nya anda di posisi karyawan sebuah produk itu bagai mana.??"
2341,@herusulis3628,La anda msh mengunakan google ?
2342,@muhammadalfaqih1173,Maafff bukanya kecap bangau punya Indonesia
2343,@alan86glamor,Gunakan produk israel buat apa nyusahin diri. Gw gw...lo..lo
2344,@masari8871,PERCUMA RAKYAT DILARANG MEMBELI PRODUKNYA ISRAEL... KARENA RAKYAT INDONESIA SUDAH TERBIASA DENGAN PRODUK MEREKA... KALAU MAU TUTUP JALUR MASUKNYA... JANGAN MALAH MENYALAHKAN RAKYAT SENDIRI... KURANG JENIUS INI YANG PUNYA PERATURAN...
2345,@Satriabimo816,"Maaf mau nanya... kita yg boikot barang barang yg sudah diterangkan... Klo barang2 itu sebelumnya udah dibeli oleh warung2 kecil, buat dia di jual kembali... Lantas bagaimana nasib warung2 kecil yg telah membeli barang tersebut? Klo kita tidak membeli barang2 tersebut... Kita tahu klo warung2 kecil itu tidak bisa mengembalikan barang2 yg sudah mereka beli... Dan apakah kita juga memboikot produk dia??"
2346,@aammuharam2720,Di naturalisasikan ajah atuh perusahaan2 mereka...seperti pemain timnas....👍💪💪💪
2347,@bangashervlog,"Pemerintah : mulai sekarang  selamanya cintailah produk produk lokal... Gen Z : emaaak... mati aku 😭 YouTuber : Alamaaak... anyep dong adsen ku.. Bos pabrik : 🥴🤦‍♂️ Karyawannya : bisa di PHK nih.. Bank diseluruh dunia : apakah ini pertama kalinya adsen berkurang.. Pengiklan : waduh ga ada pemasukan nih.. Bos YouTube : harusnya jangan war dulu.. Playstore : bisa bisa ga laku nih apk di playstore Bos Google : tenang tenang masih banyak iklan iklan yg belum di boikot Mrputin : kami tanpa 15r4el  4mrik, rakyat sejahtera sentosa.. Kimjongun : Yuk pakde kita pargoy.. President 15r4el : maafin kami pak,, anak buahku pada keras kepala,, susah dibilangin.. Umat muslim : lah kan dari dulu bani 15r4el kaum yg ngeyel,, keras kepala,, p51kop4t lagi,, apalagi kalian ingat para nabi nabi banyak yg dib4ntai.."
2348,@sayidahmad2947,Aku ajah makan ajah roduk negara apa ajah
2349,@user-yo4zb5bj3k,Woi masyarakat Indonesia persiden tak boleh belik gak boleh kan di tari kembali😊
2350,@BERUX56,Tetap saya beli karna ada label halal nya..karna saya lebih cocok produk itu dari segi kwalitas
2351,@djarostar9173,"LoL😂, yang seharusnya kalian boikot tuh youtube, google, jaringan internet satelit dari mereka Kenapa masih di gunakan. Kalau masalah produk itu kan di produksi di indonesia dan karyawan islam juga banyak😂, pasti banyak pengangguran yang di salahkan pemerintah yang di buat karena kalian😂🤣"
2352,@riosaputra1971,"AQUA, SARIWANGI, LUX, SUNLIGHT MEMANG PRODUK ISRAEL APA"
2353,@bulukan37,"Gmn donK... Produk yg di boikot, Yg biasa saya pakai... G biasa pake yg lain.. 😢"
2354,@nanangdrogba3513,Youtube produk mana ya???
2355,@adaelcvkcvk6979,Ternyata produk Israel lebih laku dan dinikmatin sehari2 masyarakat Indonesia 😢
2356,@mandirip3213,Gantinya dong mana?
2357,@maxz5395,"Beruntunglah hidup di indo, banyak barang fungsinya sama, cuma beda merk, karena kompetitornya jg ada, Kasihan jg sih pegawai pabrik org indo klo kena boikot, solusinya sih, pemerintah kudu berani lg bekerja sm dg para penguasa indo buat produk dlm negeri, Biar bisa menggeser kompetitor dr negara luar. Biar gk ketergantungan jg sm org luar, Semoga kelak indo jadi lebih maju lg bersama rakyat2nya."
2358,@daudtarigan9701,"Semua produk luar negeri kerjasama dgn perusahan indo, yg jalanin perusahan, kariawanya dan yg jualan soradara lu jg org indo.. yg boikot mending lu bunuh diri aja.. t0l0l bgt jd org dikasih enak, mau balik ke zaman batu.. masih byk merek yg blm dicantumin dan ini merek kompeni nya yg sering kita temuin: 0T byk tuh jenis makanannya dan minuman, unilever byk tuh jenis prodak kesehatan, dan kecantikan.."
2359,@rayandhani5808,Berjuang dari hal kecil klo bersama sama akan berdampak besar
2360,@OkkyAggN,"Dari sini kita bisa berpedoman atau meniru cara dari prindapan, bukan dari kotornya, namun mereka bangga akan produk sendiri."
2361,@YayangSopian,Aqua kan asal dari jepang.masako dari jepang sarinwangi dari Indonesia
2362,@farelzacardo573,"Yg bikin heran, kenapa katanya Indonesia tidak ada hubungan diplomatik apapun dgn israel. Tpi knp ada produk2 Israel masuk negara Indonesia."
2363,@topspeed-no1hf,Nahhh ni konten bagus enak ni dkasi lyat emak2
2364,@telinurhasan3154,Gak jelas...
2365,@abdulrphman9801,Boikot pemerintah g dr awal pke produk sendiri
2366,@wisnukelana519,"Akan banyak para penganggur baru akibat boikot yg jumlahnya bisa mencapai ratusan bahkan ribuan ataupun jutaan.itu sama dengan mematikan rezeki orang, menjadikan orang lain kesulitan ekonomi.kok malah menyusahkan saudara sebangsa"
2367,@denipilothobby341,Banyak amat produk Israel. .
2368,@masluah3229,"Kalau produknya baik ngapain di boikot ,,tiapa hri aku pakai sunlight karna itu sabun idamanku banget, jadi orang jangan kayak bang Rhoma, TER LA LU..."
2369,@ekoanakpertamaanakpertama6193,boikot nanggung... gak bermutu
2370,@HafizHafiz-wh6tt,Siap boicot
2371,@geri552,Facebook  dan YouTube ANE HAPUS DAH SEKARANG 😂😂
2372,@indomie7210,jangan terima Israel tanam saham kenegara manapun.biar dia rasakan
2373,@Herawati-dm8yt,"gimana cari tau produk nya ,apa ada tulisan buatn israel?"
2374,@mulyatunatun3251,Terus apa lagi produk nya
2375,@hilmansaputra3458,saya harap ini tidak hanya untuk sekarang.. dan akan terus berlanjut buat kedepannya.
2376,@Barito_Putri18975,KITA BOUKOT ISRAEL DAN AMERIKA
2377,@tondhowaspodo8735,Kalau produk israel di boikot.bagaimana dg pekerjanya.mohon berpikir sebelum bertindak
2378,@sogok7922,ini mah namanya bukan boikot tapi bacot🥴👏
2379,@nanachandra2463,"Ini manusia yg tdk pernah mikir NKRI., mikirnya jelas gak masuk akal., sampe brg produksi indonesia di bilang israel., SITU SEHAT"
2380,@ceritaalfi4327,betul ... satu produk yg dibeli = amunisi mereka.. tp masalhny syah gk tahu euy produknyah na0n wae.. bejaan atuh euy... meh gak salah beli
2381,@mantulmantul7817,"Seharusnya jgn di boikot di saat ada masalah doang dong, stop produk luar itu yg bener, siapa sangka produk² tersebut kita kira produk dlm negeri."
2382,@dewasaputra6930,"Bodok dasar munafik ,, yg perang meraka yg sibuk situ..."
2383,@syifaelfath6608,"Salfok sama harga lee mineral 40rb, ndek desaq masih 18ribuan, lmyn galonnya bisa buat tanem²an jadi pot, pot plastik jg mahal soale 😅"
2384,@rismawati5706,Tau produk israel dari mana ya? Sy cari d kemasan kok gk ada
2385,@ekosupriyanto911,"Konten apa ini abang"" ku .... ga mudeng 😂"
2386,@user-go7np8nv4e,Boikot aja...dan jangan pernah pakai lagi... Biar Indonesia merasakan penderitaan yg sama dgn Palestina...
2387,@FathanMubina-os5jb,Wkwkkw betapa polosnya orang ini
2388,@user-fn9tc9hn2v,setinģgi apapun ilmu yng kmu miliki bila sikapmu menyakiti orang lain tidk ada gunanya..
2389,@zhafiara-oc7vu,Cintailah produk produk dalam negeri
2390,@yantofarming1748,"padahal pabriknya ada di indo, pekerjanya orang indo, bahan bakunya juga dari indo, itu mau boikot israel atau menyengsarakan saudara bangsa sendiri ?? mikir"
2392,@HTF0909,Baru tau gw itu produk2 israel.... Ada buktinya kah???
2393,@PratamaArifien,Aku suka semakin kompak umat Islam ..trus gaungkan Boikot Pruduck pro Zionis Israel
2394,@nursamsiyah9393,terimakasih infonya
2395,@vanceliufer4734,Kurang kerjaan..
2396,@jefriarswendo2552,bodo amat taiiii
2397,@grahafoamindojaya4008,Podo ae
2398,@enzuisme2814,"Hapus semua produk2 yg berkaitan dengan israel.. ingat, setiap satu pembelian kita, artinya sama dengan membantu israel membeli peluru dan rudal utk menembaki rakyat palestina.."
2399,@brayclothing1226,Boikot Israel laknatulllah
2400,@andinasaputra315,Di negara Indonesia yang biasa kita sebut negara konoha ini...banyak sekali rakyat yang miskin dan juga banyak di antara mereka yg tidak bekerja (ngaggur) Menurut saya hal seperti nya bagus di lakukan tpi apakah mereka harus melakukan hal yang sama? Cukup hanya ALLAH yang Maha tau segala isi hati manusia.
2401,@sanninjiraya8091,Sebarkan lagi biar banyak orang tau
2402,@satutanahair,Dari dulu tereak-tereak boikot-boikot produk israel..... Tapi seruan itu cuma menggelegar di dunia maya Di dunia nyata sirkulasi perdagangan produk israel tetap tinggi.... Kocak.....
2403,@heribudiman4518,Mana daftar barang2 produk israel? Harus jelas
2404,@ArdaEka-el6dh,Kesempatan pemerintah memproduksi dan mengenalkan produk buatan sendiri tanpa bantuan dari negara penjajah. Pulus di niatkan membantu Palestina sebagai sodara kita sesama muslim dgn cara menghentikan perdagangan dengan negara musuhnya Palestina is **r@**el
2405,@donpia7151,Gilaaa !!! Langsung dibuat iklannya 😮 Remuk nih lama2 produk israel
2406,@fery-wc8jf,Allahuakbar..mari kita bersama sama boikot semua produk yahudi..
2407,@caricuan31,dan lebih murah serta menguntungkan utk negara
2408,@abi-ux8xu,Inilah Video yang baik memberi edukasi produk pengganti produk Israel... selama ini boikot kita bingung pengganti nya. Terimakasih min
2411,@user-zw9qx7cf3q,Yang pemimpin pabrik pun biar mikir bisa alihin kearah yg produksi nya halal.. dan menganti merk nya masing2 syukur buatan indo asli ..
2412,@user-zw9qx7cf3q,Coba beberkan produk supplier apa aja yg merujuk ke israel yang mematikan warga palestina melebihi batas.?biar jelas ? Terperinci ?
2413,@solihinwatampanoe6368,Kecap abc juga masuk bang
2414,@jomailiendurga7134,I❤ produk dalam negeri 👍👍👍👍👍
2415,@vivimoc8826,"Sekalian perangkat teknologi kalian boikot, kan semua perangkat teknologi buatan israel."
2416,@user-xu3dg5tt5z,Yang susah itu cari peganti Pepsodent kek nya d kios kios terdekat banyk Pepsodent
2417,@sinarkasih5336,Lah emang yg kerja orang israel apa ya....
2418,@RafaAlindaNotGambling,"Padahal pemasukan terbesar bukan dari produk yg di fatwakan haram itu,MUI harus haramkan semua produk Google,apple, android,chip, laptop,..fatwa kok ambigu"
2419,@andhykatampu1758,"Buang hapenya bos, Itu produk israel 😂😂"
2420,@ediedi401,Dengan begini...baru tau ternyata israel banyak nanam di indo ...bukan hanya negara itu aja...
2421,@WulanDari-tu1cv,"Kalo mau boikot jangan makanan dan minumann doang, masih banyak misalkan YouTube salah satunya"
2422,@user-jx3xj4xe5l,klu pun trjadi boikot masal..trus para pegawai yg jumlahnya ribuan lebih d kmanakan..klu pengen bantu lngsung aja k gaza bawa senjata.
2423,@amrullahash4890,"Penjajahan dan sekutu penjajah Israel, AS , Inggris, Perancis , mereka bersorak menembaki Palestina mereka lakukan itu dg congkak dan telanjang. Kekejian mereka tidak pernah akan dapat diterima seujung kukupun.. selamanya"
2424,@bintorobintoro1611,Ga usah pakai youtube krn jg products Israel. Sekalian boikot youtube
2425,@auliahidayat8489,"Jgn tanggung2 boss,youtube dan lain2 yg punya sekutu israil juga donk.."
2426,@ariftrutusanchannel8210,Beneran Bango produk yahudi
2427,@IlhamSalamudin-eg4vn,amin mudahan kita di lancarkan dah di beri kekuatan amin dan di jauhkan dari produk2 jionis israel yg biadab dan terkutuk
2428,@ristoharyanto4256,Menurut pribadi saya tergantung orang2 nya sihh. Klo kita berfikiran nya logis kedepan. 
2429,@user-mu6sb9xf4s,ngakak liat bginian 😭😂
2430,@dekysetyawan9135,Beli produk kok milih milih di mata Allah tidak membedakan semua sama Dimata Allah tidak mengajarkan jahat pada orang lain
2431,@Mohamad-wc1gk,"😢 gimana dengan mereka yg mata pencarianya diboikot,, 😢"
2432,@user-qy9xx1mc2m,Tooolol
2433,@frankielapennafun4872,Ko gw ketawa iya.. mao boikot ko beli di supermarket.. kenapa ga beli di pasar aja😂. Ini lah orng menunjukkan kebodohan nya
2434,@AjayAjay-dq3zu,masa smua produk punya israel emang di indonesia bebas ya lo kata nya indonesia israel ga ada hubungan diplomatik kok bisa bebas
2435,@Wahyudi-qe4zd,Kalo Starbucks baru gua setuju di boikot... Soalnya mahal
2436,@Unknow123Kaumnasiuduk,Hahahaha kaum nasi uduk lebay amat
2438,@SofiaSofia-uv5hl,biore dari Kao deh klo gak salah sama dari mamarika juga
2439,@nadeakmarsada,Lebay
2440,@sofajadijadian9465,"Ini bener atau fitnah? Kalo fitnah kasian pengusaha dan para karyawan yg mencari nafkah di perusahaan tersebut, tp kalau benar gerakan ini mesti di dukung. Data valid mesti di cantumkan dengan baik dan hati hati"
2441,@ebikumis4516,Aqua Lo punya orang Indonesia. Pendirinya kuliah di Satya Wacana Salatiga. Indonesia suka menjatuhkan kompetitor besar dengan dibalut agama. Tapi Aqua tidak pernah hancur sejak dari dulu diserang dengan isu ini. G mikirin apa karyawan yg kerja di Aqua juga saudaramu orang Indonesia.
2442,@ryantitiez9637,"Gue dah dari dulu boikot aqua, karna gue pake isi ulang 🤣🤣🤣 Masalah nya galon nya tetep aquaaa 😌 Dosa kagak yak"
2443,@Kej112,Udah trlnjur kalian pake selama hidup kalian... Negara sebesar kita bodoh sngt produk dlm negri sendri gak ada..
2444,@leeyanto7486,sejak kapan aqua milik israel? Aqua kan sudah pisah dari danone
2445,@trijokoyahyono235,Boikot produk Israel ❤
2446,@user-pk5ji9zv2l,Ya elahh ngapain di boikot gobl*k. Lagian itu produk da cap HALAL. bodo kali yg posting.
2447,@barciellfahri5373,BERSAMA KITA BISA..
2448,@josstrosdss,"Ini orang gk bertanggung jwb bikin konten boikot produk Israil gk lihat apa produknya salah satu yg kamu tidak ketahui produk air itu kan produk prancis bukan isarail, yg laen berarti kamu salh kasih salh produk yg kamu boikot, setahu saya produk Israil bukan itu bro"
2449,@weweaja,"produk pabrikan di indonesia itu hampir semuanya punya orang cina... mau aslinya dari negara lain pun, di indonesia yg punya orang cina"
2451,@bhoielrjm369,Saya tidak sudi untuk beli produk zionis israel negara penjat perang dan pembunuh kejam
2452,@yanmartshihol9899,"Dasar bego,kamu kira di perusahaan itu nggak ada muslim yg kerja😂😂"
2453,@icalcesar6145,Oke bakal saya lakuin
2454,@user-xb5bs6mu5x,Kita tertipu dengan Israel berwajah indonesia
2455,@riantobaskoro3587,Kloter...kloterr...boikot ? Itu rata di produksi di indonesia menyerap tenaga kerja indonesia..
2456,@Cris_Natal,Ini kesempatan buat produk lokal berkembang. Stop la!!
2457,@asepdedi6060,Boykot produk Israel.🇮🇩♥️🇯🇴
2458,@Arx710,Pembodohan
2459,@senja699,"Apa benar produk2 Israel,,jangan2 hoaks"
2460,@riomrbear9125,Klw sdah bener2 diboikot phk massal lgi
2461,@ademulyana6613,"Demi allah tuhan semesta alam . Selagi makanan itu halal , Aku akan memkan nya entah itu dri produk kristen atau yahudi .. Kau boleh benci sama israel , Tapi tdk untuk produk nya . Bukan kah makanan itu dtg dri Allah swt .. Pikirkanlah tentang hal itu .. Jgn jadikan makanan produk israel menjadi politik .."
2462,@ArdafNagib-bo4wj,terimakasih
2463,@user-cm5qv5wm4z,jadi selama jaman orba pejabat2 kita teriak2 bela palestina tapi nyatanya produk2 lokal di monopoli sama perusahan2 zionis. pejabat2 kita mmg bajingan semua🤬🤬🤬🤬🤬
2464,@benooysiagian3518,"yaudah,jangan pakai internet lagi."
2465,@faoficial5367,hati2 menyimpan persaingan bisnis
2466,@innakhim363,lihat tu Papua ..pawai untuk perdamaian... bukan bacot di sosmed belah ini belah itu...
2467,@innakhim363,gak malu pake sosmed buatan Israel wkwkwk....
2468,@innakhim363,aku sih malu. GK munafik aku ..Krena sejak dulu Uda mkan juga produk mreka skrng ada perang baru di hramkan padahal perang udah dari dlu wkwk makanan haram musiman ...wkwjwj
2469,@andisah4635,"Massa iya semua produk itu produk israel???????, klo semua nya di boikot kita pake apa?"
2470,@Joger-nz4ry,😂😂 boikot lu ga pernah beli aja kok boikot😂😂 biasa lu mah pake barang lokal pasar kok heboh boikot..
2471,@nenkthea8284,Tapi pabrik nya ada di indonesia. Ada ribuan orang indonesia yang bekerja. Bagaimana nasib mereka setelah ini?
2472,@zayn4775,Cara Si dungu boikot sama seperti presiden plongo😁😁😁
2473,@fauzichannelkarawang,Semua produk Unilever
2474,@pemburuberkah4442,klw mau boikot pemerintah harus menutupnya jngn tanggung2 soalnya masyarakat gk tau produk apa saja klw produknya gk ada di indonesia masyarakat gk akan bisa beli barangnya gk ada klw mash ada ya tto aja di beli...
2475,@adealineanton2597,"Dulu ko makan n minum sekarang di boikot,, SEKALIAN YOUTUBE, FB, TWITTER, DAN SEKALIAN ELECTRONIC JUGA... ANEH..... TOL... DI PELIHARA"
2476,@nara5249,banyk banget produk2 israel
2477,@thegreatkrocot,Kira2 tahu dan tempe termasuk haram gak ya? Karena 90% kedelai import dari amerika.
2478,@nurkamali4951,Baru tau klo produk mereka begitu lekat d masyarakat...😥😩😥😥
2479,@danikholiswankholiswan6614,Aqua di produksi di jawabarat mata air indonesia. Sabun wing bikinnya di pulogadung cakung. KALAU INFESTORNYA UNILEVER kantor pusatnya di britania raya. Gak laku bangkrung PHK masal di indonesia. Pemerintah lagi yang salah kecap bangau asalmulanya dari tangerang banten th 1928. Teh sariwangi pendiri awal orang manado th1964.
