id,author,description,clean,sentiment
956,@Yazavaboys-ie6yj,"Mending nyumbang sesuatu buat Palestine, acara boikot "" Gitu nda berasa ke Israel, yang ada perusahaan nanti rugi, kawan"" Kita kena Phk yg mumet Pemerintah lagi..",mending nyumbang sesuatu buat palestine acara boikot gitu nda berasa ke israel yang ada perusahaan nanti rugi kawan kita kena phk yg mumet pemerintah lagi,negative
957,@Jeky77,"Bagi saudara2 yg bekerja diproduk produk yg diboikot semoga berlapang dada, banyakin istighfar dan sholat. Anggap aja yg menyeruhkan boikot itu orang2 yg ga punya otak😂",bagi saudara yg bekerja diproduk produk yg diboikot semoga berlapang dada banyakin istighfar dan sholat anggap aja yg menyeruhkan boikot itu orang yg ga punya otak,negative
958,@Sahabat_Cukur,SIAP.,siap,positive
959,@sauttampubolon-fr6iq,Sotoy bener nih produk israel.. Lebih Najisss lo nyari viewer dengan menyebar kebencian atas dasar agama..,sotoy bener nih produk israel lebih najisss lo nyari viewer dengan menyebar kebencian atas dasar agama,negative
960,@quppa6632,"apakah memboikot itu bisa membantu palestina ? dan asal kita tau , israel di dukung america , mau kita boikot pun produk mereka , tetap saja israel di pasok amunisi sama america , terus bagaimana dengan orang"" yang masih mencari nafkah tapi produk itu anda boikot secara tidak langsung anda memberhentikan pekerjaan orang kita , saya pro palestine tapi untuk cara memboikot itu tidak terlalu bekerja , masih banyak cara untuk membantu palestina , bukan cara seperti ini masih banyak cara dengan tidak merugikan orang kita sendiri. #FREEPALESTINE",apakah memboikot itu bisa membantu palestina dan asal kita tau israel di dukung america mau kita boikot pun produk mereka tetap saja israel di pasok amunisi sama america terus bagaimana dengan orang yang masih mencari nafkah tapi produk itu anda boikot secara tidak langsung anda memberhentikan pekerjaan orang kita saya pro palestine tapi untuk cara memboikot itu tidak terlalu bekerja masih banyak cara untuk membantu palestina bukan cara seperti ini masih banyak cara dengan tidak merugikan orang kita sendiri freepalestine,negative
961,@iyanbahil6647,"Yg kasihan pedagang karna mereka beli dari agen, dan agen tidak pernah merasa rugi karna mereka tidak ada perjanjian barang yang tidak laku akan diambil agen kembali tapi mereka dianggap beli laku tidak laku itu urusan toko.... Pemerintah lah yang membaikot agar tidak lagi menerima inpor prodak tersebut....",yg kasihan pedagang karna mereka beli dari agen dan agen tidak pernah merasa rugi karna mereka tidak ada perjanjian barang yang tidak laku akan diambil agen kembali tapi mereka dianggap beli laku tidak laku itu urusan toko pemerintah lah yang membaikot agar tidak lagi menerima inpor prodak tersebut,negative
962,@rachelodelia6974,Fitnah kak fitnah,fitnah kak fitnah,negative
963,@misselalay2931,"Hahahaha.....trus gimana dengan cap HALALnya, kan sdh di cap halal, kenapa mau di boikot² segala, kenapa sebelum di cap halal di boikot, ini mau merugikan perusahaan yg di boikot, ingat.....ada berapa orang Jadi pengangguran jika kalian lakukan hal yg TDK pantas begitu",hahahahatrus gimana dengan cap halalnya kan sdh di cap halal kenapa mau di boikot segala kenapa sebelum di cap halal di boikot ini mau merugikan perusahaan yg di boikot ingatada berapa orang jadi pengangguran jika kalian lakukan hal yg tdk pantas begitu,negative
964,@cettaramaniya,Semua Produk indo dukung Palestina semua kok kecuali import dari luar negeri,semua produk indo dukung palestina semua kok kecuali import dari luar negeri,positive
965,@cristoperteguh1825,Gimana nasib karyawan nya yang udah di usia 40 tahun ke atas? Apakah bisa mendapatkan pekerjaan dengan mudah dan mendapatkan gaji yang layak dari sebelumnya?,gimana nasib karyawan nya yang udah di usia tahun ke atas apakah bisa mendapatkan pekerjaan dengan mudah dan mendapatkan gaji yang layak dari sebelumnya,negative
966,@nunjauh,Kita sama saja Merusak Pekerjaan saudara2 kita yg bekerja dipabrik tersebut,kita sama saja merusak pekerjaan saudara kita yg bekerja dipabrik tersebut,negative
967,@imanuelsihombing3928,sekalian lengtop nya di sita semua hp juga msh byk lagi jgn di pakai lagi 😂😂,sekalian lengtop nya di sita semua hp juga msh byk lagi jgn di pakai lagi,negative
968,@nurulkhamidah306,"Aku pengin juga... Tqpi tadi pagi pas liat short yutub yg ujungnya pekerja kita juga yg kena imbasnya, jadi mikir lagi... Unilever kan selain produksi barqng, distribitor barang juag, yg mana ada beberapa produk yg kaya semacem nitip barang gtu lah, nti kalo mereka rugi yg mana pendapatan ga menutupi pengeliaran, apa gabakal ada PHK besar2an nanti??? Ditambah lagi pas kerja tadi, ada denher ibu2 ngobrol ""ini bneran apa cuma mau menjatuhkan produk lain si??"" Soalnya kan dri dlu produk unilever tuh kaya yg pertama dqn jdi pelopor produl lain ga si?? Kaya misal pasta gigi seinhetku yg pertama ada itu pepsoden, mknya semua pasta gigi dibilangnya pepsodent, mie goreng yg pertama indomie, detergen yg pertama rinso bukan si?? Soalnya di daerahku pas awal 2000.an apapun merk.nya dibilangnya rinso... Yg punya pendapat lain boleh dishare biar bisa diskusi bareng kita",aku pengin juga tqpi tadi pagi pas liat short yutub yg ujungnya pekerja kita juga yg kena imbasnya jadi mikir lagi unilever kan selain produksi barqng distribitor barang juag yg mana ada beberapa produk yg kaya semacem nitip barang gtu lah nti kalo mereka rugi yg mana pendapatan ga menutupi pengeliaran apa gabakal ada phk besar an nanti ditambah lagi pas kerja tadi ada denher ibu ngobrol ini bneran apa cuma mau menjatuhkan produk lain si soalnya kan dri dlu produk unilever tuh kaya yg pertama dqn jdi pelopor produl lain ga si kaya misal pasta gigi seinhetku yg pertama ada itu pepsoden mknya semua pasta gigi dibilangnya pepsodent mie goreng yg pertama indomie detergen yg pertama rinso bukan si soalnya di daerahku pas awal an apapun merknya dibilangnya rinso yg punya pendapat lain boleh dishare biar bisa diskusi bareng kita,negative
969,@ahmadfauzimilanriziek1287,Regulasi indonesia sudah mempermudah Pekerja Di PHK sepihak kak Saya rasa baguslah Fatwa Ulama terkait Boikot. Mengamalkan UU dasar 1945 dan berproses agar Pengusaha Lokal jadi berkembang,regulasi indonesia sudah mempermudah pekerja di phk sepihak kak saya rasa baguslah fatwa ulama terkait boikot mengamalkan uu dasar dan berproses agar pengusaha lokal jadi berkembang,positive
970,@wongkampung8740,"Kok negaraku orangnya aneh"" banget sih",kok negaraku orangnya aneh banget sih,negative
971,@wendydwiviana8658,Bos kalau begitu GMN NASIB KARYAWAN NYA BUKAN KAH MEREKA ORG INDONESIA DAN UMAT ISLAM JUGA ????!!!!,bos kalau begitu gmn nasib karyawan nya bukan kah mereka org indonesia dan umat islam juga,negative
972,@agamkurniawan8648,Kalo udah banyak yang nganggur baru tau rasa 😂,kalo udah banyak yang nganggur baru tau rasa,negative
974,@Biawak_kampung,Lah pemerintahan aja be like,lah pemerintahan aja be like,negative
975,@aanyatmikasarisubagio8356,Dari MUI mngatakan zat yg terkandung dlm barang2 tsb tdk haram.. Yg haram mmbeli barang2 dari mereka yg mendukung Israhell. Coba klw lihat berita ataw baca berita yg tuntas. MUI tdk pernh merilis nama2 barang tsb..,dari mui mngatakan zat yg terkandung dlm barang tsb tdk haram yg haram mmbeli barang dari mereka yg mendukung israhell coba klw lihat berita ataw baca berita yg tuntas mui tdk pernh merilis nama barang tsb,negative
976,@syaifulghufron11,Mau produk israel mau bukan saya ga peduli saya tetap minum teh sari wangi... tragedi israel dan palestina sudah jadi kehendak Alloh ila yaumil qiamah.... jadi ga usah LEBAY,mau produk israel mau bukan saya ga peduli saya tetap minum teh sari wangi tragedi israel dan palestina sudah jadi kehendak alloh ila yaumil qiamah jadi ga usah lebay,positive
977,@aliasanti9778,"Mungkin ini HOAK karena semua MUI tidak mengeluarkan boikot terhadap produk mata pencaharian orang2 ISRAIL karena pada masanya kepemimpinan Baginda Muhammad Saw sudah ada orang yahudi disekitar umat Islam, tidak ada Larangan jualan dari orang2 yahudi",mungkin ini hoak karena semua mui tidak mengeluarkan boikot terhadap produk mata pencaharian orang israil karena pada masanya kepemimpinan baginda muhammad saw sudah ada orang yahudi disekitar umat islam tidak ada larangan jualan dari orang yahudi,negative
978,@LanjarsuprayitnoLanjarsu-dz4sz,betul skali lur🙏,betul skali lur,positive
979,@YESUA313,Ini ni ni ISLAM yang NETRAL cerdas👍👍👍👍👍👍👍👍👍👍👍👍Alia anda orang NU ya??????? Ingat Suatu negara tidak bisa berdiri sendiri tanpa bantuan Negara Laen... Saya ambil contoh sendai nya semua Negara sahabat cabut semua infestasi nya kerjasama sama indo apa yang akan terjadi kira kira Hmmm....... Belom Lagi internet di matikan DLL.... Internet dll kita pakek dari luarrr.. Islam Garis keras itu makanan  minum yang kalian boikot udah jadi daging didalam tubuh kalian sampai anak cucu🤣🤣😅😅😂🤣🤣🤣🤣🤣🤣🤣😅😂🤣🤣sekarang teriak boikot buahahaha,ini ni ni islam yang netral cerdas alia anda orang nu ya ingat suatu negara tidak bisa berdiri sendiri tanpa bantuan negara laen saya ambil contoh sendai nya semua negara sahabat cabut semua infestasi nya kerjasama sama indo apa yang akan terjadi kira kira hmmm belom lagi internet di matikan dll internet dll kita pakek dari luarrr islam garis keras itu makanan minum yang kalian boikot udah jadi daging didalam tubuh kalian sampai anak cucu sekarang teriak boikot buahahaha,negative
980,@Whylym467,Sorry,sorry,negative
981,@Hermia539,"Semua produk milik israel.kebutuhan rumah tangga ..sunglet ,sabun ,kecap ,saos,roiko,Masako",semua produk milik israelkebutuhan rumah tangga sunglet sabun kecap saosroikomasako,neutral
982,@Hermia539,Indonesia harus punya produk produk tersebut jadi tidak mengambil produk negara lain,indonesia harus punya produk produk tersebut jadi tidak mengambil produk negara lain,neutral
983,@nurlina9092,Kecap bango lebih tua dari pada kecap abc,kecap bango lebih tua dari pada kecap abc,negative
984,@anoemandew3407,"Alhamdullilah,,itu sudah saya terapkan di dalam keluarga",alhamdullilahitu sudah saya terapkan di dalam keluarga,positive
985,@farizwahyu5703,Ya ibuk nya yg senang pegawai indo nya yg kasihan buk buk,ya ibuk nya yg senang pegawai indo nya yg kasihan buk buk,negative
986,@NovrizalNovri-yj8jt,Apa iya masako. Air mineral aQua dri luar indonesia di bawa ksini?😆😆 tuh air mineral aQua pabrik nya di solok sumbar. Berastagi sumut.. jdi bijak2 lh mau berbuat sesuatu bnyak karyawan yg di phk.. apakah MUI punya solusi?😂😂,apa iya masako air mineral aqua dri luar indonesia di bawa ksini tuh air mineral aqua pabrik nya di solok sumbar berastagi sumut jdi bijak lh mau berbuat sesuatu bnyak karyawan yg di phk apakah mui punya solusi,positive
987,@jefritoday3187,Ingat jangan naik pesawat klau barani dasar munafik Klau umroh naik unta aja 😂😂😂biar enak,ingat jangan naik pesawat klau barani dasar munafik klau umroh naik unta aja biar enak,negative
988,@NovrizalNovri-yj8jt,Jangn terlalu bego wahai negri kuu!! Itu semua di buat di dalam negrimu sendiri.. sungguh menyedih kan.. ntar kalau suatu saat di suruh yg ga masuk akal apa kalian juga ikut? Mikiiiir...,jangn terlalu bego wahai negri kuu itu semua di buat di dalam negrimu sendiri sungguh menyedih kan ntar kalau suatu saat di suruh yg ga masuk akal apa kalian juga ikut mikiiiir,negative
989,@AryaCoolz,P mau nanya produk Palestine apa aja ya,mau nanya produk palestine apa aja ya,neutral
990,@nurlina9092,Lalu kenapa barang barang itu ada pabriknya di indonesia bagaimana kalau para karyawan yang bekerja di salah satu pabrik itu adalah seorang muslim sementara roiko bukannya itu bahan masakan dan kalian yang memakan masakan ibu kalian yang tercampur roiko berarti kalian sama saja membenci masakan ibu kalian sendiri dan kecap bangau bukan nya sudah ada dari zaman dahulu kecap abc itu hanya kecap baru,lalu kenapa barang barang itu ada pabriknya di indonesia bagaimana kalau para karyawan yang bekerja di salah satu pabrik itu adalah seorang muslim sementara roiko bukannya itu bahan masakan dan kalian yang memakan masakan ibu kalian yang tercampur roiko berarti kalian sama saja membenci masakan ibu kalian sendiri dan kecap bangau bukan nya sudah ada dari zaman dahulu kecap abc itu hanya kecap baru,negative
991,@roninofficial2230,Boikot ini boikot itu tapi HP nya masi iphone post nya masi di ig masi di Facebook masi di youtube yg buatnya org Amerika... Lah gmna..,boikot ini boikot itu tapi hp nya masi iphone post nya masi di ig masi di facebook masi di youtube yg buatnya org amerika lah gmna,negative
992,@KandarPutra-nx8rc,Laahhh... Sehari hari gw pke itu,laahhh sehari hari gw pke itu,neutral
993,@goreezbeast623,"itu barang2 dr dlu juga udah pd masuk perut ente2 knp sekarang2 ada acara musuhi barang itu.. klo mau benci,benci negaranya saja knp mesti benci barang yg g haram bahkan sebelumnya itu di konsumsi sama kalian.. apakah ini yg di namakan cm ikut2tan doang tpi g tau niat ny buat apa.. klo mau boikot smua bikinan orang non muslim klian jangan sentuh dr dlu jngn cuma ada event2 tertentu klian baru boikot boikut tpi kelakuan klian dan akhlak klian msih blum pd bener sok2 jd orang bner.",itu barang dr dlu juga udah pd masuk perut ente knp sekarang ada acara musuhi barang itu klo mau bencibenci negaranya saja knp mesti benci barang yg haram bahkan sebelumnya itu di konsumsi sama kalian apakah ini yg di namakan cm ikut tan doang tpi tau niat ny buat apa klo mau boikot smua bikinan orang non muslim klian jangan sentuh dr dlu jngn cuma ada event tertentu klian baru boikot boikut tpi kelakuan klian dan akhlak klian msih blum pd bener sok jd orang bner,negative
994,@akbarmaulana5058,Fitnah fitnah bohong buatan indo kok di fitnah,fitnah fitnah bohong buatan indo kok di fitnah,negative
995,@heniyusnivasari3597,Saya pikir semua itu produk Indonesia.,saya pikir semua itu produk indonesia,positive
996,@najwazhafranchannel6333,masako dan mamalemon selalu di hati :),masako dan mamalemon selalu di hati,positive
997,@indrasumardiputra7779,Palestina tetap dihati,palestina tetap dihati,positive
998,@user-us3zj1ct1k,Saya jujur bingung sama warga 62/Indonesia bagian barat kalian hanya membela palestina krn seiman sama kalian... Saya yakin 1jt% jika palestina bukan mayoritasnya muslim kalian akan diam aja tdk akan banyak bacotnya.,saya jujur bingung sama warga indonesia bagian barat kalian hanya membela palestina krn seiman sama kalian saya yakin jt jika palestina bukan mayoritasnya muslim kalian akan diam aja tdk akan banyak bacotnya,negative
999,@vinzChanel63,Waduh tapi kan kita gk tau kalo itu produk israel bener ka. Dulu kita gk tau baru tau sekarang kan udh banyak orng make dari dulu,waduh tapi kan kita gk tau kalo itu produk israel bener ka dulu kita gk tau baru tau sekarang kan udh banyak orng make dari dulu,negative
1000,@user-gmoypsp3xn9c,"Bukan produk israel itu haduhh, itu produksi orng indonesia pekok",bukan produk israel itu haduhh itu produksi orng indonesia pekok,negative
1001,@noah_fans4140,"Yaa terus klo warung warung kecil udah terlanjur beli gimana??? Boikot apanya, yg miskin makin miskin dah😂😂 stop dari pintu masuk indo, yg udah masuk mah biarkan aja beli aja .. bener apa bener",yaa terus klo warung warung kecil udah terlanjur beli gimana boikot apanya yg miskin makin miskin dah stop dari pintu masuk indo yg udah masuk mah biarkan aja beli aja bener apa bener,negative
1002,@war9487,"Lu boikot produk yg mendukung Israel tapi lu lupa bahwa ada banyak orang yg menggantungkan hidup mereka dari produk tersebut itu sama aja bikin PHK diindonesia ini ko boikot nanggung sih sekalian aja boikot FB,ig, YouTube,wa,iPhone dan produk buatan yahudi itukan pasti duitnya juga bantu Israel juga.berani boikot itu semua 😂😂",lu boikot produk yg mendukung israel tapi lu lupa bahwa ada banyak orang yg menggantungkan hidup mereka dari produk tersebut itu sama aja bikin phk diindonesia ini ko boikot nanggung sih sekalian aja boikot fbig youtubewaiphone dan produk buatan yahudi itukan pasti duitnya juga bantu israel jugaberani boikot itu semua,negative
